V_T1_I1,I_T1_I1
10.3614182551658,6.17576383429287
10.6553108813121,6.21664255272546
10.8369465133134,6.25722197718749
10.8369465133135,6.28934921455305
10.6553108813122,6.30737849940147
10.3614182551659,6.31043620226684
10.0675256290197,6.30283218438892
9.88588999701832,6.29246930339787
9.88588999701829,6.28786489755723
10.0675256290196,6.29492641036189
10.3511923339374,6.31433720380698
10.6450849600836,6.34234897887977
10.826720592085,6.37117854099375
10.826720592085,6.39236227417727
10.6450849600837,6.40003216026043
10.3511923339375,6.39315516046777
10.0572997077912,6.37592646314877
9.87566407578985,6.35616617922253
9.87566407578981,6.34233174993423
10.0572997077911,6.34028712920528
9.90198144342584,6.33442591332569
10.1958740695721,6.33923852598986
10.3775097015735,6.34782402077431
10.3775097015735,6.35092906559511
10.1958740695722,6.34211681050581
9.90198144342595,6.31994288751652
9.6080888172797,6.28830377249622
9.42645318527834,6.25480164033648
9.4264531852783,6.22773414261717
9.60808881727961,6.21284746969015
10.8862094456346,6.24753633486506
11.1801020717809,6.28659494744912
11.3617377037822,6.32013774697756
11.3617377037823,6.34141325189127
11.180102071781,6.34578508304637
10.8862094456347,6.33310982717015
10.5923168194885,6.30822825074196
10.4106811874871,6.27943140257222
10.4106811874871,6.25552228049331
10.5923168194884,6.24262004382989
9.63443782914522,6.19558473988461
9.92833045529147,6.16243570387595
10.1099660872928,6.13802334236372
10.1099660872929,6.11175510621042
9.92833045529158,6.07623375275083
9.63443782914536,6.02932388616639
9.3405452029991,5.97442293163843
9.15890957099773,5.91877120174595
9.15890957099769,5.87040282219054
9.34054520299899,5.83487119115707
8.49899477206334,5.77092587560112
8.79288739820959,5.72143499469972
8.97452303021097,5.68077684337903
8.97452303021102,5.63838841761307
8.79288739820971,5.58688681265119
8.49899477206349,5.52414148045185
8.20510214591724,5.45354902012133
8.02346651391586,5.38234575907296
8.02346651391582,5.31856030714495
8.20510214591712,5.26774004484942
8.90639884951296,5.2457690214064
9.20029147565921,5.23132732304979
9.38192710766059,5.21562845221773
9.38192710766064,5.19083760142957
9.20029147565933,5.15153625864362
8.90639884951311,5.09701413135401
8.61250622336686,5.03169941496784
8.43087059136548,4.96358159278512
8.43087059136543,4.90124226787218
8.61250622336673,4.85063736285907
11.2814907096436,4.90082939864286
11.5753833357899,4.9488699901485
11.7570189677913,4.98211415223875
11.7570189677913,4.99634218704009
11.57538333579,4.9887451045092
11.2814907096438,4.96050447859539
10.9875980834975,4.91742672865291
10.8059624514962,4.8685107250413
10.8059624514961,4.823081611323
10.9875980834974,4.78764642684375
9.69616134785341,4.70500202475245
9.99005397399966,4.63726289695996
10.171689606001,4.58012945171403
10.1716896060011,4.52254661235583
9.9900539739998,4.45679115513894
9.69616134785358,4.38049796399905
9.40226872170733,4.29690266196226
9.22063308970595,4.21313172683915
9.22063308970589,4.13713936488567
9.40226872170719,4.07442306558145
9.32123772876082,4.01185985638982
9.61513035490707,3.96065336075681
9.79676598690846,3.91360598361627
9.79676598690851,3.8614894390117
9.61513035490722,3.79788304422294
9.321237728761,3.72135303031821
9.02734510261475,3.63580311421925
8.84570947061336,3.54884081034778
8.8457094706133,3.46876815142974
9.0273451026146,3.40133534645194
9.40704237896835,3.35066741855441
9.70093500511461,3.30893732467856
9.882570637116,3.26810419949992
9.88257063711606,3.21983047544687
9.70093500511476,3.15833926534592
9.40704237896855,3.08266427069123
9.11314975282229,2.9970503925484
8.9315141208209,2.90935557423251
8.93151412082084,2.82806680458573
9.11314975282213,2.75907180966961
9.47227233528361,2.70583659241613
9.76616496142987,2.66146771338223
9.94780059343126,2.61802552511568
9.94780059343132,2.56718130556925
9.76616496143004,2.50316691518924
9.47227233528382,2.42502433298006
9.17837970913756,2.33700607147595
8.99674407713617,2.24697693641722
8.99674407713611,2.16343001728411
9.1783797091374,2.09225840804323
9.65853639771024,2.04141537792965
9.9524290238565,1.99897652389189
10.1340646558579,1.95675781511768
10.134064655858,1.90664789781169
9.95242902385667,1.84303559715594
9.65853639771046,1.7650767443203
9.3646437715642,1.67710684274256
9.18300813956281,1.58705152351521
9.18300813956274,1.5034487205012
9.36464377156402,1.43222480005979
9.65246233208645,1.37423451240627
9.9463549582327,1.32557343550515
10.1279905902341,1.27846564309653
10.1279905902342,1.22446997419644
9.94635495823288,1.15773825385169
9.65246233208667,1.07725535334735
9.35856970594041,0.98723292316284
9.17693407393901,0.895506436364612
9.17693407393894,0.810547846666027
9.35856970594023,0.7382349514631
9.84880048821952,0.686882992835174
10.1426931143658,0.644140339120483
10.3243287463672,0.601796320124679
10.3243287463672,0.551752954542258
10.142693114366,0.488408556204552
9.84880048821975,0.41092568741366
9.55490786207349,0.323644618982522
9.37327223007209,0.234494345474549
9.37327223007202,0.152015155579152
9.5549078620733,0.0821350412149358
11.0542893136378,0.0705808880397663
11.348181939784,0.0630478148652172
11.5298175717854,0.0492787842447177
11.5298175717855,0.0229783463457495
11.3481819397842,-0.0201565236564141
11.054289313638,-0.08002380330999
10.7603966874917,-0.151600526581736
10.5787610554903,-0.226459117254379
10.5787610554903,-0.295693193232586
10.7603966874915,-0.353104391666375
10.0520197216817,-0.434530736564337
10.345912347828,-0.502283869140045
10.5275479798294,-0.561985841410957
10.5275479798295,-0.623756127903875
10.3459123478282,-0.694648092531859
10.052019721682,-0.776545613993777
9.75812709553571,-0.865865995029056
9.57649146353431,-0.955231344096774
9.57649146353423,-1.03650444281818
9.7581270955355,-1.10405386139184
10.9044256466969,-1.12544900093272
11.1983182728432,-1.14047025387854
11.3799539048446,-1.1587745712634
11.3799539048447,-1.1873759224665
11.1983182728434,-1.23109887326247
10.9044256466972,-1.29022191673636
10.6105330205509,-1.36000130094803
10.4288973885495,-1.43221562283395
10.4288973885494,-1.49811178591721
10.6105330205507,-1.55160623717272
10.5444236002357,-1.60483686536779
10.838316226382,-1.64689969737986
11.0199518583834,-1.68478294243722
11.0199518583835,-1.72750796194691
10.8383162263822,-1.78133972906014
10.544423600236,-1.84759408886813
10.2505309740897,-1.92227746661199
10.0688953420883,-1.99771348796139
10.0688953420882,-2.06554709149272
10.2505309740895,-2.1199870722153
10.2374234665247,-2.17142442136251
10.531316092671,-2.21132081250737
10.7129517246724,-2.24689348594094
10.7129517246725,-2.28716090813691
10.5313160926712,-2.33838968309802
10.237423466525,-2.40189988703778
9.94353084037876,-2.4737035210145
9.76189520837735,-2.54613032995202
9.76189520837726,-2.61083141948596
9.94353084037853,-2.66202150732221
9.58541048808727,-2.72287488574576
9.87930311423353,-2.77050569686381
10.0609387462349,-2.81142907635679
10.060938746235,-2.85527853436219
9.87930311423377,-2.90876429981032
9.58541048808756,-2.9735278263467
